pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
8633	A man is rock climbing, pausing and calculating the route	A man is rock climbing, stopping and calculating the route	4.8	ENTAILMENT
8658	No group of people is gathering at a stand at the fair	The people are standing at a carnival	3.8	NEUTRAL
8660	A group of rollerbladers is lining up on the street	A group of rollerbladers is lining up on the road	4.9	ENTAILMENT
8678	A skateboarder is jumping off a ramp	A skateboarder is making a jump off a ramp	4.8	ENTAILMENT
8700	A black and orange bird is standing in the grass	The black bird with a yellow beak is standing in the green grass	4	NEUTRAL
8714	Two white dogs are quickly running together	Two white dogs are running together	4.6	ENTAILMENT
8727	A group of people are standing around a sound mixing table	Some people is looking at sound equipment	3.5	ENTAILMENT
8786	A girl is skipping rope on a sidewalk	A girl is skipping rope on near a street	4.3	ENTAILMENT
8792	A girl is jumping rope on a sidewalk near a parking garage	A girl is skipping rope on near a street	3.7	NEUTRAL
8806	A dog is swimming in a body of water	An animal is swimming in a body of water	4.5	ENTAILMENT
8832	A woman is leaning on the ledge of a balcony	A man is leaning on the ledge of a balcony	3.8	NEUTRAL
8841	A small white dog is running across a lawn	A big white dog is running across a lawn	3.1	NEUTRAL
8855	The dog is on a leash and is walking near the water	A black dog on a leash is walking in the water	4.5	NEUTRAL
8938	One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water	Two males are standing on a cliff edge and one is jumping into the water	4	NEUTRAL
8963	A small group of people are standing and two are sitting on the sofa	A group of five young adults are lounging indoors	3.8	NEUTRAL
8986	A young girl in a bikini is jumping on the beach	A young girl in swimming suite is jumping on the beach	4.4	ENTAILMENT
9014	A blond child is going down a slide and throwing up his arms	A child with dark hair is going down a slide and throwing up his arms	3.7	CONTRADICTION
9029	Two dogs are playing in a forest	A brown dog is running after a black dog on a rocky shore	2.3	NEUTRAL
9036	A white dog is approaching a golden dog on pebbly beach	Two dogs are playing on a rocky beach	2.9	NEUTRAL
9056	Two young girls are wearing hats and sticking their colored tongues out	Two kids are sticking out blue and green colored tongues	3.6	NEUTRAL
9069	Two boys are laying in the ocean close to the beach	Two boys are laying in the water close to the beach	4.4	ENTAILMENT
9093	A large man is sitting in a military accessories store	A veteran is showing different things from a war to some people	2.8	NEUTRAL
9102	A dog with a blue collar is playing with the ball outside	A grey dog is bouncing a soccer ball on its head in a grass field	3.4	NEUTRAL
9125	A young woman with Indian clothing and henna on her hand is going through paperwork	A woman is wearing a colorful shirt and a lot of jewelry	2.4	NEUTRAL
9132	A man in a jersey which is black is standing in a gym	A man in a black jersey is standing in a gym	4.9	ENTAILMENT
9136	A man in a black jersey is standing in a gym	A man is standing in a gym and is wearing a jersey	4.5	ENTAILMENT
9169	A little brown and white dog is running on the sidewalk	A little brown and white dog is running on the road	3.7	NEUTRAL
9188	A dog is turning on the grass and pursuing a flying tennis ball	A yellow dog is chasing a ball	4.4	NEUTRAL
9198	A woman in blue jeans is standing in front of a group of children beside a stone built house	No lady is standing on the street and is surrounded by school children	3.2	NEUTRAL
9200	A lady is standing on the street and is surrounded by school children	A man in blue jeans is standing in front of a group of children beside a stone built house	2	NEUTRAL
9211	A guy is leaping into the air in wood	A guy is leaping into the air in a wooded area	4.3	NEUTRAL
9224	A dog is running with a ball	The black dog is carrying a blue and white ball in its mouth	4	NEUTRAL
9242	The man in blue is posing for a picture next to a vehicle	A man is standing at the wheel of a classic American car that has its door and trunk open	3.2	NEUTRAL
9287	A man is skiing down a hill and jumping a red obstacle	A man is snowboarding down a railing in the snow	3.1	NEUTRAL
9303	The skateboarder is jumping in the air	A skateboarder is jumping in the air	4.9	ENTAILMENT
9314	A snowboarder is grinding down a long concrete rail	A person is doing acrobatics on a snowboard	3.3	NEUTRAL
9336	A group of people is walking down the street and a person in a green hat is on the phone	Four people are walking along a city sidewalk and the one in the green hat is phoning someone	4.2	NEUTRAL
9359	A surfer is surfing a big wave	A surfer is surfing a huge wave	4.9	ENTAILMENT
9371	A person with a red hooded jacket and a black backpack is walking near a rocky wall	A man in a red jacket and khaki pants is walking through an European state	3	NEUTRAL
9380	The players is maneuvering for the soccer ball	A man in green is kicking a soccer ball and a man in purple and white is rising up	3.5	NEUTRAL
9401	The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	A man is wearing a purple shirt and black leather chaps and is posing for the camera	3.3	NEUTRAL
9424	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	A dog is in the sand that is blowing in the air	4.1	NEUTRAL
9425	No dog is in the sand that is blowing in the wind	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	4	CONTRADICTION
9433	The black and white dog is running in a green yard	A black and white dog is running outdoors	4.4	ENTAILMENT
9452	A dog is jumping into the air in the country	A dog is jumping in the shade of some trees	3.7	NEUTRAL
9453	A dog is jumping in the shade of some trees	A cat is jumping high into the air in the country	1.6	NEUTRAL
9490	A cluster of four brown dogs are playing in a field of brown grass	Four dogs are not playing in a grassy area	4	CONTRADICTION
9500	A big brown and white spotted dog is lying on a jacket on the street	The dog is having a nap in the park	2.9	NEUTRAL
9545	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	The rider dressed in orange is driving a motorcycle on one wheel	2.8	NEUTRAL
9571	An elder man is sitting on a bench and is wearing a gray jacket and black pants	An elderly man is sitting on a bench	4.5	ENTAILMENT
9584	The woman is holding the paintbrush next to the artist's easel 	The lady is holding the paintbrush next to the artist's easel 	4.9	ENTAILMENT
9623	A man is wearing a blue shirt and walking barefoot on a tennis court	A woman is wearing a blue shirt and walking barefoot on a tennis court	3.6	NEUTRAL
9669	The young girl is playing on the edge of a fountain and an older woman is watching her	A young girl is playing on the edge of a fountain and an older woman is watching her	4.8	ENTAILMENT
9677	A young girl is playing on the edge of a fountain and an older woman is watching her	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	3.5	NEUTRAL
9706	A black and white dog with a large branch is standing in the field	A black and white dog with a large branch is running in the field	4.2	CONTRADICTION
9713	A black and white dog is carrying a huge stick on the green grass	A black and white dog with a large branch is running in the field	4.5	ENTAILMENT
9722	A boy is running through the sand	A boy wearing a striped shirt is running barefoot on the sandy hill	3.9	NEUTRAL
9745	Two young boys are looking up at the camera and one is sticking out his tongue	The little boy is sticking his tongue out for the camera and another boy is looking on	4.4	NEUTRAL
9747	A little boy is sticking his tongue out for the camera and another boy is looking on	Two kids are looking up at the camera and one is sticking out his tongue	4.4	ENTAILMENT
9759	A laughing child is holding a water gun and getting sprayed with water	A person in a blue jacket is jumping onto a tall cement wall	1.1	NEUTRAL
9763	A person is slicing some mushrooms	The elephant is being ridden by the woman	1	NEUTRAL
9771	Two small children are playing with a toy car in the street	A dog is running through a field and is chasing a toy	1.4	NEUTRAL
9788	A man is playing an electric guitar	A group of people is holding drinks and pointing at the camera	1	NEUTRAL
9789	A girl in gold and purple is holding a rainbow afghan	A man is squatting in brush and taking a photo	1	NEUTRAL
9822	Two people are riding a bike	A practicing jumper is tossing a person's snowboard into the air	2	NEUTRAL
9838	Some instruments are being played by a band	A young, topless woman is covered in paint	1	NEUTRAL
9843	A family is buying something at the vending machine	A man in a suit is standing at a microphone and singing	1	NEUTRAL
9869	A bike is being ridden over a monkey	A person is riding a dirt bike down a dirt hill	2.8	NEUTRAL
9880	A biker is riding away from a fence	A man is dancing on the road	1.2	NEUTRAL
9931	A woman is playing an electric guitar	A kid is playing guitar	3	NEUTRAL
9963	The animal is grazing on the grass	The cop is sitting on a police bike	1	NEUTRAL
9975	The dog is snapping at some droplets of water	A girl in a band is playing an instrument	1	NEUTRAL
9988	A young man is pushing a motocross bike down a dirt hill	A dog is swimming after a tennis ball	1	NEUTRAL
6	There is no boy playing outdoors and there is no man smiling	A group of kids is playing in a yard and an old man is standing in the background	3.3	NEUTRAL
7	A group of boys in a yard is playing and a man is standing in the background	The young boys are playing outdoors and the man is smiling nearby	3.7	NEUTRAL
8	A group of children is playing in the house and there is no man standing in the background	The young boys are playing outdoors and the man is smiling nearby	3	NEUTRAL
10	A brown dog is attacking another animal in front of the tall man in pants	A brown dog is attacking another animal in front of the man in pants	4.9	ENTAILMENT
11	A brown dog is attacking another animal in front of the man in pants	A brown dog is helping another animal in front of the man in pants	3.665	NEUTRAL
13	Two dogs are wrestling and hugging	There is no dog wrestling and hugging	3.3	CONTRADICTION
15	A brown dog is attacking another animal in front of the man in pants	There is no dog wrestling and hugging	2.7	NEUTRAL
16	Two dogs are wrestling and hugging	A brown dog is attacking another animal in front of the tall man in pants	2.9	NEUTRAL
17	Two dogs are wrestling and hugging	A brown dog is helping another animal in front of the man in pants	2.3	NEUTRAL
19	A person in a black jacket is doing tricks on a motorbike	A man in a black jacket is doing tricks on a motorbike	4.9	ENTAILMENT
20	There is no man in a black jacket doing tricks on a motorbike	A person in a black jacket is doing tricks on a motorbike	3.6	CONTRADICTION
21	A person in a black jacket is doing tricks on a motorbike	A person on a black motorbike is doing tricks with a jacket	3	NEUTRAL
22	A skilled person is riding a bicycle on one wheel	A person is riding the bicycle on one wheel	4.3	ENTAILMENT
23	Nobody is riding the bicycle on one wheel	A person is riding the bicycle on one wheel	4.1	CONTRADICTION
27	A person is riding the bicycle on one wheel	There is no man in a black jacket doing tricks on a motorbike	3.2	NEUTRAL
29	A person is riding the bicycle on one wheel	A person in a black jacket is doing tricks on a motorbike	3.3	NEUTRAL
31	A man with a jersey is dunking the ball at a basketball game	There is no man dunking the ball at a basketball game	4	CONTRADICTION
